id,Crop,Commodity,Province,Region,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
5379,Kaong,Non-Food and Industrial Crops,Agusan del Sur,REGION XIII (CARAGA),15.75,65.8,37.63,58.5,10.7,35.5,47.04,62.5,16,37.28,48.95,64.5,106.7,40.08,51.28,67.57,55.5,42.1,54.94,72.4,58.5,44,63.5,73.5,49,39.85,41.25,74.05,42.65,35.6,33.25,55,40.25,32.75,30.59,48.35,38.6,30.45,25.65,49.25,36.35,34.2,23.8,52.21,30.7,36.25,22.17,47.05,28.15,35.15,20,47.68
5380,Kaong,Non-Food and Industrial Crops,Batangas,REGION IV-A (CALABARZON),0.68,0,1,5.1,0.65,0,0.5,4.5,0.7,0,0.3,4,0.5,0,0.15,2.5,0.2,0,0.05,2,0.15,0,0.04,1.8,0.14,1,0.03,2.1,22.14,3,0.5,1.78,17.51,1,0.4,3,21,0.9,0.25,3.5,8,0.2,0.2,2.2,5.92,0.25,0.36,0.97,0,0.34,0.25,0.48
5381,Kaong,Non-Food and Industrial Crops,Cavite,REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.2,1.3,0.33,0.42,1.22,1.13,0.27,0.45,1.46,1.15,0.2,0.33
5382,Kaong,Non-Food and Industrial Crops,Cotabato,REGION XII (SOCCSKSARGEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.7,0.44,1.5,0.2,0.77,0.5,2,0.3,0.85,0.6,0.8,0.2,0.5,0.5,0.75,0.15,0.4,0.3,0.5,0.1,0.2
5383,Kaong,Non-Food and Industrial Crops,Davao de Oro,REGION XI (DAVAO REGION),264.18,194.65,180.98,385.61,248.19,180.25,173.88,264.18,231.54,174.88,91.83,178.45,87.03,61.35,86.13,78.44,68.13,59.16,57.34,55.78,59.95,46.44,56.01,54.3,57.99,42.13,51.34,51.1,48.23,36.45,48.67,47.23,50.85,35.12,45.22,45.08,51.47,34.23,43.65,43.65,49.68,33.15,41.28,42.23,47.85,31.97,40.55,40.08,46.55,30.76,38.99,38.54
5384,Kaong,Non-Food and Industrial Crops,Davao del Sur,REGION XI (DAVAO REGION),3.8,14.35,6.95,7.25,3.9,15.69,7.15,7.56,3.95,15.97,7.8,7.85,4.01,16.14,8.1,7.87,4.85,16.35,8.98,7.89,4.92,16.41,9.15,8.3,4.12,16.24,9.42,9.05,4.25,17.45,9.5,9.2,4.5,18,9.7,9.86,4.65,17.5,12.86,10.75,4.78,18.13,14.61,10.34,4.83,17.36,15.85,12.28,5.21,20.13,17.42,13.7
5385,Kaong,Non-Food and Industrial Crops,Laguna,REGION IV-A (CALABARZON),7.06,2.9,1.5,0,7.5,2.95,2,0,7.58,3,2.3,2.5,8.02,3.3,3,3,8.18,3.35,2.5,2.4,5.78,3,5,9,8.5,30,30,35,10.84,33,38.31,35.4,12.52,38.37,45.72,35.5,16.37,42.97,51.61,38.6,17.06,43.2,55.32,40.24,17,43.55,52.28,44.95,17.1,52.26,52.93,44.5
5386,Kaong,Non-Food and Industrial Crops,Oriental Mindoro,MIMAROPA REGION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10.5,0,10.6,5.9,8.54,0,10.69,6.2,9.22,0,11.05,6.48,9.39,6.09,11.65,7.76,10.86,5.07,11.55,7.58,10.55,5.01,10.07,6.6,7.91,5.12,10.57,6.28,7.91
5387,Kaong,Non-Food and Industrial Crops,Quezon,REGION IV-A (CALABARZON),3.86,0,0,3.12,3.53,0,0,3.9,3.3,0,0,3.41,2.81,0,0,2.56,2.83,0,0,2.4,0,0,0,2.75,0,0,0,2.2,0,0,0,2.43,0,0,0,2,0,0,0,1.9,0,0,0,1.79,0,0,0,1.88,0,0,0,1.53
5388,Kaong,Non-Food and Industrial Crops,Surigao del Sur,REGION XIII (CARAGA),0,3,1.4,3.16,0,2.62,1.31,3,0,1.5,1.3,3.2,0,1.3,1.46,4,1.3,1.5,1.53,4.15,1.2,1.4,1.73,4.4,1.19,1.25,1.5,4.2,1,0.95,1.85,4.5,1.53,1.61,2,4.51,2,1.62,2.2,4.69,1.9,1.61,0,0,1.89,1.6,2,2.58,1.85,1.6,1.9,2.57
5389,Kaong Sap,Non-Food and Industrial Crops,Agusan del Sur,REGION XIII (CARAGA),1.5,2.7,1.8,0,1.2,2.5,1.5,0,1.5,2.75,1,0,1.2,3,2.5,0,2,3.5,2.25,2.3,2.2,3,3.5,2.5,1.8,2.8,3.15,2.4,1.6,3.1,3.25,2.55,1.52,2.95,3.5,2.62,1.7,3.15,3.65,2.7,1.75,3.5,3.4,2.9,1.6,3.05,3.25,2.7,1.4,2.85,3.35,2.9
5390,Kaong Sap,Non-Food and Industrial Crops,Batangas,REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.63,0.8,0,0.82
5391,Kaong Sap,Non-Food and Industrial Crops,Cavite,REGION IV-A (CALABARZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.53,0.02,1.08,0.68,0.6,0.02,0.96,0.6,0.7,0.02,1,0.58,0.6
5392,Kaong Sap,Non-Food and Industrial Crops,Laguna,REGION IV-A (CALABARZON),1.02,0.95,1,0.6,1.05,1,1.3,1,0,1.5,1.35,1.02,2.1,1.55,1.42,1.04,2.2,2,1.3,1,1,2,1.4,1,2,2.6,1.51,1.3,3,2.58,1.59,1.3,3,2.58,1.62,1.3,3,2.6,1.65,1.3,3,2.6,1.65,1.3,3,2.6,1.65,1.3,3.15,2.6,1.64,1.28
5393,Kaong Sap,Non-Food and Industrial Crops,Surigao del Sur,REGION XIII (CARAGA),0,0,0.11,0,0,0,0.1,0,0,0,0.09,0,0,0,0.1,0,0,0,0.12,0,0,0,0.14,0,0,0,0.13,0,0,0,0.15,0,0,0,0.12,0,0,0,0.1,0,0,0,0.1,0,0,0,0.12,0,0,0,0.13,0
5394,Kaong Sap,Non-Food and Industrial Crops,Zamboanga del Sur,REGION IX (ZAMBOANGA PENINSULA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.11,0,0,0,0.12,0,0,0,0.11
5395,Kapok,Non-Food and Industrial Crops,Agusan del Norte,REGION XIII (CARAGA),0.08,0.09,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0
5396,Kapok,Non-Food and Industrial Crops,Aklan,REGION VI (WESTERN VISAYAS),0,0.33,0,0,0,0.21,0,0,0,0.2,0,0,0,0.33,0,0,0,0.3,0,0,0,0.28,0,0,0,0.25,0,0,0,0.23,0,0,0,0.2,0,0,0,0.21,0,0,0,0.18,0,0,0,0.17,0,0,0,0.15,0,0
5397,Kapok,Non-Food and Industrial Crops,Albay,REGION V (BICOL REGION),4.26,7.05,8.19,1.57,4.13,7.4,8.27,1.46,4.34,6.66,8.02,1.31,4.12,7.33,7.22,1.15,3.63,8.06,1.81,0.86,3.27,7.82,1.9,0.87,3.43,8.29,1.81,0.83,3.09,7.46,1.72,0.75,2.94,6.86,1.63,0.68,2.85,6.17,1.54,0.64,2.05,5.87,1.5,0.59,1.89,5.12,1.42,0.5,1.45,5.69,1.22,0.46
5398,Kapok,Non-Food and Industrial Crops,Antique,REGION VI (WESTERN VISAYAS),0.83,1.31,0,0,0.85,1.28,0,0,0.83,1.25,0,0,0.82,1.23,0,0,0.75,1.09,0,0,0.73,1.07,0,0,0.7,0.95,0,0,0.7,1,0,0,0.62,0.81,0,0,0.49,0.75,0,0,0.45,0.72,0,0,0.44,0.73,0,0,0.43,0.72,0,0
5399,Kapok,Non-Food and Industrial Crops,Batangas,REGION IV-A (CALABARZON),1.5,1,0,0,1.55,0.75,0,0,1,1.5,0,0,0.75,1.45,0,0,0.7,1.6,0,0,0.55,1.8,0,0,0.53,2,0,0,0.3,1.2,0,0,0.28,0.5,0,0,0.08,0.3,0,0,0.05,0.1,0,0,0.02,0.13,0,0,0.02,0.17,0,0
5400,Kapok,Non-Food and Industrial Crops,Bukidnon,REGION X (NORTHERN MINDANAO),0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.55,0,0,0,0.5,0,0,0,0.4,0,0,0,0.45,0,0,0,0.4,0,0,0,0.48,0,0,0,0.45,0,0,0,0.45,0,0,0,0.4,0,0,0,0.38,0,0
5401,Kapok,Non-Food and Industrial Crops,Cagayan,REGION II (CAGAYAN VALLEY),0,3.5,0,0,0,2.85,0,0,0,3.26,0,0,0,3.5,0,0,0,3.75,0,0,0,2.32,0,0,0,3.1,0,0,0,1.76,0,0,0,1.45,0,0,0,1.22,0,0,0,1.33,0,0,0,1.28,0,0,0,1.35,0,0
5402,Kapok,Non-Food and Industrial Crops,Camarines Norte,REGION V (BICOL REGION),0,4.5,0,0,0,5,0,0,0,5.3,0,0,0,5.4,0,0,0,5.45,0,0,0,5.62,0,0,0,5.25,0,0,0,4.8,0,0,0,3.84,0,0,0,3.8,0,0,0,2.25,0,0,0,1.9,0,0,0,1.56,0,0
5403,Kapok,Non-Food and Industrial Crops,Camarines Sur,REGION V (BICOL REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.35,0,0,0,0.52,0,0,0,0.45,0,0,0,0.31,0,0,0,0.17,0,0,0,0.29,0,0
5404,Kapok,Non-Food and Industrial Crops,Capiz,REGION VI (WESTERN VISAYAS),0.37,0.28,0.14,0.08,0.2,0.14,0.13,0.07,0.19,0.13,0.12,0.06,0.16,0.12,0.1,0.04,0.1,0.08,0.09,0.03,0.11,0.11,0.08,0.02,0.08,0.09,0.06,0.01,0.06,0.07,0.05,0.02,0.04,0.06,0.04,0.03,0.03,0.05,0.03,0.02,0.02,0.04,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.01
5405,Kapok,Non-Food and Industrial Crops,Catanduanes,REGION V (BICOL REGION),1,1.49,0,0,1.2,1.52,0,0,1.18,1.53,0,0,1.21,1.55,0,0,1.23,1.57,0,0,1.2,1.5,0,0,1.19,1.47,0,0,1.12,1.23,0,0,1.34,0.8,0,0,1.27,0.12,0,0,0.8,0.1,0,0,0.1,0.04,0,0,0.08,0.08,0,0
5406,Kapok,Non-Food and Industrial Crops,Cebu,REGION VII (CENTRAL VISAYAS),0.62,0.02,0,0,0.5,0.01,0,0,0.4,0.03,0,0,0.35,0.02,0,0,0.28,0.01,0,0,0.26,0.01,0,0,0.24,0.03,0,0,0.2,0.05,0,0,0.22,0.06,0,0,0.19,0.05,0,0,0.15,0.05,0,0,0.13,0.03,0,0,0.05,0.02,0,0
5407,Kapok,Non-Food and Industrial Crops,City of Davao,REGION XI (DAVAO REGION),4.75,2.62,1.92,0.96,3.45,0.25,1.9,0.75,3.15,0.15,0.18,1.94,3.3,0.14,0.22,1.96,3.15,0.16,0.2,1.85,3.02,0.17,0.19,1.81,3.1,0.15,0.21,1.75,2.6,0.16,0.22,1.8,2.55,0.19,0.24,1,2.56,0.15,0.26,0.28,2.58,0.14,0.3,0.5,3,0.1,0.35,0.52,4.38,0.05,0.31,0.28
5408,Kapok,Non-Food and Industrial Crops,City of Zamboanga,REGION IX (ZAMBOANGA PENINSULA),1.5,1.5,2.5,2.3,1.1,1,2.1,2,1,1.5,1.9,1.95,1.2,1.2,2.05,1.7,0.9,1.12,2,1.6,0.88,0.85,1.98,1.5,0.86,0.83,1.96,1.45,0.85,0.82,1.94,1.43,0.77,0.91,1.97,1.5,0.77,1,1.82,1.64,0.72,0.93,1.92,2.5,0.76,0.86,1.91,1.77,0.81,0.93,1.9,1.7
5409,Kapok,Non-Food and Industrial Crops,Cotabato,REGION XII (SOCCSKSARGEN),5.2,2.83,0,0,4.95,2.86,0,0,4.25,2.75,0,0,4,2.7,0,0,3,2.65,0,0,2.9,2.55,0,0,2.3,1.25,0,0,2.2,2,0,0,2,2.2,0,0,1.5,2.25,0,0,1.3,2,0,0,1.2,1.8,0,0,1.15,1.2,0,0
5410,Kapok,Non-Food and Industrial Crops,Davao Occidental,REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0.03,0.01,0.01
5411,Kapok,Non-Food and Industrial Crops,Davao Oriental,REGION XI (DAVAO REGION),0.95,0.8,1.8,1.01,1.15,0.65,1.75,0.98,1.02,0.6,1.7,0.8,0.95,0.5,1.7,0.74,0.93,0.45,1.45,0.7,0.9,0.42,1.35,0.62,0.85,0.4,1.3,0.6,0.8,0.41,1.24,0.59,0.76,0.39,1.03,0.55,0.7,0.35,1.01,0.54,0.61,0.23,0.94,0.5,0.59,0.2,0.9,0.55,0.5,0.19,0.87,0.57
5412,Kapok,Non-Food and Industrial Crops,Davao de Oro,REGION XI (DAVAO REGION),1.88,1.53,2.1,0.86,1.24,2.3,2.51,0.43,1.25,2.21,2.22,0.29,0.42,1.02,0.57,1.76,0.41,1.05,0.58,1.63,0.4,1.11,0.62,1.68,0.35,1.14,0.61,1.66,0.34,1.08,0.58,1.64,0.33,1.1,0.56,1.62,0.34,1.05,0.55,1.56,0.32,1.05,0.54,1.5,0.31,0.82,0.52,1.47,0.31,0.77,0.49,1.45
5413,Kapok,Non-Food and Industrial Crops,Davao del Norte,REGION XI (DAVAO REGION),0.46,1.45,1.39,0.66,0.51,1.41,1.35,0.58,0.55,1.39,1.37,0.61,0.52,1.36,1.33,0.64,0.49,1.31,1.35,0.66,0.51,1.34,1.38,0.64,0.47,1.33,1.43,0.58,0.38,1.43,1.36,0.54,0.39,1.31,1.24,0.52,0.4,1.5,1.2,0.5,0.37,1.5,1.18,0.51,0.4,1.46,1.15,0.42,0.42,1.46,1.13,0.4
5414,Kapok,Non-Food and Industrial Crops,Davao del Sur,REGION XI (DAVAO REGION),5.13,8.37,0.48,0.15,5.15,8.42,0.5,0.17,5.2,8.45,0.51,0.2,5.23,8.43,0.52,0.25,5.25,8.51,0.55,0.28,5.28,8.12,0.58,0.29,5.15,8.03,0.54,0.45,5.24,8.11,0.55,0.46,5.25,8.1,0.53,0.48,5.4,8,0.51,0.51,5.4,8.07,0.59,0.49,5.38,8.04,0.58,0.47,5.37,8.06,0.57,0.46
5415,Kapok,Non-Food and Industrial Crops,Guimaras,REGION VI (WESTERN VISAYAS),2,2.75,0,0,1.5,2.25,0,0,1.25,2,0,0,1.75,2.3,0,0,1.5,2.15,0,0,1.3,1.8,0,0,1.2,1.6,0,0,1.1,1,0,0,0.75,0.8,0,0,0.7,0.9,0,0,0.8,0.75,0,0,0.65,0.6,0,0,0.6,0.7,0,0
5416,Kapok,Non-Food and Industrial Crops,Ilocos Norte,REGION I (ILOCOS REGION),4.02,44.42,0,0,4.16,46.31,0,0,4.25,25.25,0,0,4.14,25.05,0,0,4.07,24.79,0,0,3.83,23.35,0,0,3.63,20.99,0,0,3.41,20.44,0,0,3.15,18.14,0,0,2.27,15.88,0,0,1.97,11.42,0,0,1.96,10.31,0,0,1.88,7.95,0,0
5417,Kapok,Non-Food and Industrial Crops,Ilocos Sur,REGION I (ILOCOS REGION),1.66,0.58,0,0,1.5,0.47,0,0,1.46,0.45,0,0,1.42,0.48,0,0,1.22,0.51,0,0,1.08,0.46,0,0,1.26,0.21,0,0,1.34,0.15,0,0,1.47,0.16,0,0,1.47,0.16,0,0,1.48,0.15,0,0,1.5,0.15,0,0,1.16,0.16,0,0
5418,Kapok,Non-Food and Industrial Crops,Iloilo,REGION VI (WESTERN VISAYAS),12.64,6.85,0,0,11.62,6.5,0,0,10,6.25,0,0,8.5,5.5,0,0,6,5.2,0,0,5,4.85,0,0,4.65,4.65,0,0,4.3,4.5,0,0,4,4.15,0,0,3.8,3.95,0,0,3.5,4.1,0,0,3.35,3.8,0,0,3.22,3.5,0,0
5419,Kapok,Non-Food and Industrial Crops,Isabela,REGION II (CAGAYAN VALLEY),0,20.67,0,0,0,15.5,0,0,0,17.87,0,0,0,18.76,0,0,0,19.68,0,0,0,20.25,0,0,0,19.24,0,0,0,16.93,0,0,0,14.39,0,0,0,13.97,0,0,0,10.02,0,0,0,7.11,0,0,0,6.4,0,0
5420,Kapok,Non-Food and Industrial Crops,La Union,REGION I (ILOCOS REGION),2,5.21,0,0,2.15,4.83,0,0,2.5,4.46,0,0,2.75,4.1,0,0,3.2,4.15,0,0,2.83,3.75,0,0,2.81,2.81,0,0,3.12,2.95,0,0,3.15,3.42,0,0,3.2,3.3,0,0,3.31,3.41,0,0,3.95,2.94,0,0,4.2,2.61,0,0
5421,Kapok,Non-Food and Industrial Crops,Lanao del Sur,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0.15,0.32,0,0,0.14,0.32,0,0,0.14,0.32,0,0,0.15,0.32,0,0,0.17,0.32,0,0,0.16,0.32,0,0,0.16,0.32,0,0,0.17,0.3,0,0,0.16,0.28,0,0,0.15,0.28,0,0,0.14,0.26,0,0,0.15,0.23,0,0,0.14,0.22,0,0
5422,Kapok,Non-Food and Industrial Crops,Leyte,REGION VIII (EASTERN VISAYAS),3.81,3.65,4.75,2.92,3.76,3.68,4.65,2.88,3.8,3.5,4.7,2.86,3.78,3.54,4.8,1.2,0.95,0.98,1.55,1.05,0.97,1.02,1.6,1.1,0.99,1.04,1.62,1.15,0.95,0.87,1.59,1.14,0.89,0.8,1.12,1.17,0.8,0.74,1.32,1.16,0.78,0.71,1.29,1.1,0.65,0.71,1.5,1.05,0.65,0.65,1.45,1.04
5423,Kapok,Non-Food and Industrial Crops,Masbate,REGION V (BICOL REGION),0.25,0.4,0.4,0.35,0.22,0.38,0.38,0.28,0.19,0.35,0.38,0.25,0.25,0.4,0.35,0.25,0.2,0.38,0.34,0.2,0.24,0.36,0.35,0.24,0.2,0.34,0.34,0.26,0.21,0.28,0.33,0.27,0.18,0.26,0.3,0.26,0.17,0.25,0.31,0.24,0.15,0.24,0.32,0.25,0.14,0.26,0.29,0.24,0.12,0.24,0.26,0.2
5424,Kapok,Non-Food and Industrial Crops,Misamis Occidental,REGION X (NORTHERN MINDANAO),0.8,0.02,0.2,0,0.81,0.02,0.15,0.07,0.97,0,0.4,0.01,1.2,0,0.6,0,1.25,0.15,0.7,0,1.3,0.45,0.72,0,1,0.6,0.4,0.2,0.9,0.65,0.3,0.25,0.85,0.6,0.1,0.3,0.8,0.59,0.09,0.27,0.75,0.55,0.08,0.25,0.7,0.5,0.1,0.21,0.6,0.46,0.07,0.16
5425,Kapok,Non-Food and Industrial Crops,Misamis Oriental,REGION X (NORTHERN MINDANAO),0.2,0.2,1,0.25,0.1,0.1,0.75,0,0.08,0.02,0.4,0.1,0.05,0.01,0.3,0.4,0.06,0.01,0.25,0.2,0.05,0.01,0.2,0.15,0.04,0.01,0.18,0.07,0.03,0.01,0.2,0.09,0.04,0.02,0.22,0.1,0.05,0.01,0.25,0.1,0.05,0.01,0.23,0.07,0.04,0.01,0.18,0.06,0.03,0.01,0.15,0.05
5426,Kapok,Non-Food and Industrial Crops,Negros Occidental,REGION VI (WESTERN VISAYAS),7.1,5.53,0,0,6.71,5.83,0,0,8,5.64,0,0,8.14,5.8,0,0,8.1,5.3,0,0,7.95,5.5,0,0,7.98,5.05,0,0,5.22,4.82,0,0,5.03,4.11,0,0,5.35,3.94,0,0,5.37,3.98,0,0,7.27,3.52,0,0,7,1.37,0,0
5427,Kapok,Non-Food and Industrial Crops,Negros Oriental,REGION VII (CENTRAL VISAYAS),10,15,1,0,7,14.27,0,0,11.5,12.63,0,0,15,13.17,0,0,17,13,0,0,16,17.47,0,0,20,15.2,0,0,22,11.7,0,0,0,18.77,0,0,0,15,0,0,0,10,0,0,0,2.61,0,0,0,2,0,0
5428,Kapok,Non-Food and Industrial Crops,Nueva Vizcaya,REGION II (CAGAYAN VALLEY),0.25,0.2,0,0,0.25,0.2,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.13,0,0,0,0.15,0,0,0,0.16,0,0,0,0.16,0,0,0,0.14,0,0,0,0.14,0,0
5429,Kapok,Non-Food and Industrial Crops,Pangasinan,REGION I (ILOCOS REGION),4.1,2,0,0,3.77,1.86,0,0,4,1,0,0,3.85,1.1,0,0,3.79,1.09,0,0,3.82,1,0,0,3.8,0.9,0,0,4,0.85,0,0,3.78,0.8,0,0,3.7,0.75,0,0,3.7,0.74,0,0,3.68,0.74,0,0,3.5,0.7,0,0
5430,Kapok,Non-Food and Industrial Crops,Quirino,REGION II (CAGAYAN VALLEY),0,0.21,0,0,0,0.16,0,0,0,0.13,0,0,0,0.1,0,0,0,0.08,0,0,0,0.1,0,0,0,0.08,0,0,0,0.05,0,0,0,0.05,0,0,0,0.04,0,0,0,0.05,0,0,0,0.05,0,0,0,0.07,0,0
5431,Kapok,Non-Food and Industrial Crops,Romblon,MIMAROPA REGION,0.29,0.83,0,0,0.28,0.85,0,0,0.3,0.89,0,0,0.25,0.86,0,0,0.1,0.73,0,0,0.09,0.62,0,0,0.07,0.53,0,0,0.05,0.54,0,0,0,0.53,0,0,0,0.48,0,0,0,0.46,0,0,0,0.45,0,0,0,0.44,0,0
5432,Kapok,Non-Food and Industrial Crops,Sarangani,REGION XII (SOCCSKSARGEN),4,1.5,2.5,2,4.25,1.17,1.5,2.8,4.5,1.25,1.25,2.75,4.55,1.25,1.2,2.55,4.6,0.9,1,2.5,4.65,0.75,0.75,2.25,4.75,0.45,0.5,2.3,4.5,0.3,0.45,2.05,3.5,0.3,0.2,1.4,2,0.3,0.1,1.2,1.5,0.25,0.07,1.03,1.2,0.2,0,0.9,1,0.2,0,0.7
5433,Kapok,Non-Food and Industrial Crops,Siquijor,REGION VII (CENTRAL VISAYAS),0,0.5,0,0,0,0.23,0,0,0,0.19,0,0,0,0.17,0,0,0,0.15,0,0,0,0.13,0,0,0,0.1,0,0,0.06,0.12,0,0,0.03,0.08,0,0,0.01,0.07,0,0,0.02,0.04,0,0,0.01,0.03,0,0,0.01,0.02,0,0
5434,Kapok,Non-Food and Industrial Crops,Sorsogon,REGION V (BICOL REGION),1.89,2.89,0,0,1.79,2.8,0,0,1.88,2.94,0,0,1.9,2.97,0,0,1.96,3.06,0,0,1.76,4.97,0,0,1.54,4.22,0,0,1.39,4.43,0,0,1.43,4.47,0,0,1.39,4.49,0,0,1.25,3.82,0,0,0.94,3.51,0,0,0.66,2.46,0,0
5435,Kapok,Non-Food and Industrial Crops,South Cotabato,REGION XII (SOCCSKSARGEN),0.07,1.29,0.5,1.03,0.06,1.27,0.43,0.98,0.04,1.18,0.4,1.13,0.05,1.19,0.38,1.14,0.04,1.21,0.35,1.15,0.06,1.22,0.33,1.05,0.08,1.21,0.34,1.03,0.08,1.23,0.35,1.12,0.07,1.2,0.21,1.13,0.09,1.22,0.19,1.18,0.11,1.1,0.17,1.09,0.12,1,0.15,1.05,0.12,0.95,0.9,1.12
5436,Kapok,Non-Food and Industrial Crops,Southern Leyte,REGION VIII (EASTERN VISAYAS),1.35,0.65,0,0,1.32,0.6,0,0,1.31,0.5,0,0,0.86,0.45,0,0,0.55,0.47,0,0,0.42,0.42,0,0,0.37,0.44,0,0,0.29,0.45,0,0,0.25,0.45,0,0,0.2,0.43,0,0,0.18,0.4,0,0,0.16,0.35,0,0,0.03,0.15,0,0
5437,Kapok,Non-Food and Industrial Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),0.25,0.3,0,0,0.25,0.4,0,0,0.25,0.35,0,0,0.23,0.35,0,0,0.23,0.36,0,0,0.23,0.35,0,0,0.24,0.32,0,0,0.27,0.35,0,0,0.24,0.32,0,0,0.24,0.3,0,0,0.24,0.3,0,0,0.25,0.3,0,0,0.24,0.27,0,0
5438,Kapok,Non-Food and Industrial Crops,Sulu,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),5,1,0,1.1,4.1,0.9,0,1,4,0.8,0,0.97,4.2,1,0,1,4,1.1,0,1.05,3.75,1.05,0,1.1,3.65,1.2,0,1.07,4,1.25,0.5,1,3.5,1.2,0.45,1,3.4,1.15,0.5,1.1,3.5,1.2,0.5,1.12,3.6,1.15,0.53,1.04,3.62,1.17,0.55,1.1
5439,Kapok,Non-Food and Industrial Crops,Tarlac,REGION III (CENTRAL LUZON),0.4,0.28,0.25,0,0.52,0.31,0.2,0,0.55,0.29,0.19,0,0.62,0.34,0.19,0,0.63,0.3,0.1,0,0.48,0.28,0.1,0,0.35,0.28,0.1,0,0.37,0.25,0.15,0,0.4,0.2,0.12,0,0.3,0.15,0.1,0,0.28,0.17,0.11,0,0.32,0.14,0.13,0,0.3,0.12,0.12,0
5440,Kapok,Non-Food and Industrial Crops,Tawi-tawi,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.3,0,0.45,0,0.5,0,0.41,0,0.25,0,0.35,0,0.2,0,0.14,0,0.18,0,0.25,0,0.1,0,0.35,0,0.15
5441,Kapok,Non-Food and Industrial Crops,Zamboanga Sibugay,REGION IX (ZAMBOANGA PENINSULA),1.76,0.67,0,0,1.5,0.58,0,0,0.94,0.62,0,0,1.65,1.1,0,0,0.85,0.79,0,0,0,0.56,0,0,0.46,0.53,0,0,0.51,0.51,0,1.25,0.53,0.55,0,1.27,0.55,0.54,0,1.3,0.61,0.52,0,1.36,0.63,0.49,0,1.44,0.65,0.54,0,1.34
5442,Kapok,Non-Food and Industrial Crops,Zamboanga del Norte,REGION IX (ZAMBOANGA PENINSULA),2.75,1.41,3,4.25,1.59,1.54,3.24,4,2.1,1.75,3.5,4.21,2,1.9,3.3,3.75,2.36,2.25,3.68,3.92,2.69,2.96,5.1,5.28,2.15,2.75,3.92,5.9,2.2,3.09,4.12,6.45,2.54,2.5,4.33,6.59,2.6,2.31,4.25,6.25,2.6,2.14,4.2,6.02,2.31,1.71,4,5.23,2.38,1.75,2.15,3.88
5443,Kapok,Non-Food and Industrial Crops,Zamboanga del Sur,REGION IX (ZAMBOANGA PENINSULA),0.36,0.26,0.19,0.13,0.39,0.28,0.21,0.18,0.41,0.32,0.23,0.21,0.43,0.35,0.36,0.37,0.47,0.37,0.39,0.49,0.44,0.33,0.35,0.45,0.49,0.3,0.31,0.42,0.45,0.25,0.3,0.4,0.44,0.24,0.28,0.38,0.42,0.23,0.24,0.35,0.41,0.22,0.25,0.33,0.4,0.21,0.23,0.3,0.39,0.21,0.22,0.28
